trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
487,False,"{'a': 0.3, 'e': 0.6149322608990547}",25,0,-43.21759831840998,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
488,False,"{'a': 0.3, 'e': 0.6143173286381557}",30,0,-27.940305808236168,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
489,False,"{'a': 0.3, 'e': 0.6137030113095175}",35,0,-41.938044310587166,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
490,False,"{'a': 0.3, 'e': 0.613089308298208}",20,0,-89.50938574591451,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
491,False,"{'a': 0.3, 'e': 0.6124762189899098}",20,0,-43.211548639465974,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
492,False,"{'a': 0.3, 'e': 0.6118637427709198}",20,0,-39.62367810181998,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
493,False,"{'a': 0.3, 'e': 0.6112518790281489}",25,9,-53.980548946061106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
494,False,"{'a': 0.3, 'e': 0.6106406271491208}",35,21,-45.226743354260336,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
495,False,"{'a': 0.3, 'e': 0.6100299865219717}",20,0,-29.832314630159313,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
496,False,"{'a': 0.3, 'e': 0.6094199565354497}",25,0,-85.04110225977058,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
497,False,"{'a': 0.3, 'e': 0.6088105365789143}",20,0,-17.54257496311553,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
498,False,"{'a': 0.3, 'e': 0.6082017260423354}",20,15,3.295614903523626,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.3, 'e': 0.607593524316293}",30,14,9.165475025982502,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.3, 'e': 0.6069859307919767}",20,0,-7.213919759294121,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
501,False,"{'a': 0.3, 'e': 0.6063789448611847}",20,7,-23.153496018806326,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
502,False,"{'a': 0.3, 'e': 0.6057725659163236}",20,0,-12.89231798344725,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
503,False,"{'a': 0.3, 'e': 0.6051667933504072}",30,0,-81.92404575509373,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
504,False,"{'a': 0.3, 'e': 0.6045616265570568}",20,8,-7.483106171941395,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.3, 'e': 0.6039570649304997}",25,20,9.476286069908797,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.3, 'e': 0.6033531078655693}",30,10,10.54022703719733,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.3, 'e': 0.6027497547577036}",35,0,-58.42055252950646,"{0: 26, 1: 2, 2: 6, 3: 1, 4: 0}",0
508,False,"{'a': 0.3, 'e': 0.6021470050029459}",20,0,-9.020336837247992,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
509,False,"{'a': 0.3, 'e': 0.601544857997943}",20,0,-71.45604137407446,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
510,False,"{'a': 0.3, 'e': 0.6009433131399451}",20,6,7.140249095371939,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.3, 'e': 0.6003423698268051}",30,5,-43.82177819747041,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
512,False,"{'a': 0.3, 'e': 0.5997420274569784}",20,3,-31.467955091300826,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 0}",1
513,False,"{'a': 0.3, 'e': 0.5991422854295214}",30,6,-47.97168237515653,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 0}",1
514,False,"{'a': 0.3, 'e': 0.5985431431440918}",20,14,9.730406717165193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.3, 'e': 0.5979446000009477}",25,0,-80.96502522112121,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
516,False,"{'a': 0.3, 'e': 0.5973466554009468}",20,0,-176.97316127794775,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
517,False,"{'a': 0.3, 'e': 0.5967493087455459}",25,20,7.827186183753513,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.3, 'e': 0.5961525594368003}",20,0,-73.91272769550886,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
519,False,"{'a': 0.3, 'e': 0.5955564068773636}",25,3,-68.90628751021686,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
520,False,"{'a': 0.3, 'e': 0.5949608504704862}",20,9,-6.934867542254295,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.3, 'e': 0.5943658896200157}",30,22,15.149652845494925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.3, 'e': 0.5937715237303957}",30,0,-67.94137670826488,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
523,False,"{'a': 0.3, 'e': 0.5931777522066652}",20,3,-13.847177293820867,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
524,False,"{'a': 0.3, 'e': 0.5925845744544586}",30,0,-21.46140244220682,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
525,False,"{'a': 0.3, 'e': 0.5919919898800041}",20,0,-3.0876858048270757,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
526,False,"{'a': 0.3, 'e': 0.5913999978901241}",25,0,-45.24066883789519,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
527,False,"{'a': 0.3, 'e': 0.5908085978922339}",30,19,-33.46872946786683,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.3, 'e': 0.5902177892943418}",20,14,-1.5601000082259977,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.3, 'e': 0.5896275715050474}",20,11,10.35427270999437,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.3, 'e': 0.5890379439335424}",20,10,5.207038147633368,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.3, 'e': 0.5884489059896089}",20,0,-153.55564157505546,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
532,False,"{'a': 0.3, 'e': 0.5878604570836192}",20,6,-47.9115937055381,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
533,False,"{'a': 0.3, 'e': 0.5872725966265356}",20,9,2.159151345200703,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.3, 'e': 0.586685324029909}",25,14,-25.58253275407774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
535,False,"{'a': 0.3, 'e': 0.5860986387058792}",25,9,-72.16527816066774,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
536,False,"{'a': 0.3, 'e': 0.5855125400671732}",30,16,13.929245008847634,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.3, 'e': 0.5849270275271061}",20,16,8.467609616228174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.3, 'e': 0.584342100499579}",35,17,-77.55522311408815,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
539,False,"{'a': 0.3, 'e': 0.5837577583990794}",20,16,8.264726773729855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.3, 'e': 0.5831740006406804}",25,5,-39.46671618951717,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
541,False,"{'a': 0.3, 'e': 0.5825908266400397}",20,10,-3.4358240489027887,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.3, 'e': 0.5820082358133996}",20,3,-71.35597309033452,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
543,False,"{'a': 0.3, 'e': 0.5814262275775862}",30,0,19.319007723852764,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.3, 'e': 0.5808448013500086}",20,13,-26.91512925383777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.3, 'e': 0.5802639565486586}",20,10,5.1278946005005945,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.3, 'e': 0.57968369259211}",25,0,-71.72392055755277,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
547,False,"{'a': 0.3, 'e': 0.5791040088995179}",25,0,-77.38421264349742,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
548,False,"{'a': 0.3, 'e': 0.5785249048906184}",20,0,-39.09985435020536,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
549,False,"{'a': 0.3, 'e': 0.5779463799857277}",30,6,-118.53506522512053,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 3}",1
550,False,"{'a': 0.3, 'e': 0.577368433605742}",25,17,6.794510200352736,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.3, 'e': 0.5767910651721362}",20,0,-93.59235986759778,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
552,False,"{'a': 0.3, 'e': 0.5762142741069641}",20,0,0.5455806044595011,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
553,False,"{'a': 0.3, 'e': 0.5756380598328571}",20,0,-9.273060123796938,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
554,False,"{'a': 0.3, 'e': 0.5750624217730242}",30,15,3.661124353420231,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
555,False,"{'a': 0.3, 'e': 0.5744873593512513}",25,18,12.989560286996351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.3, 'e': 0.5739128719919}",30,11,-65.06734595367068,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
557,False,"{'a': 0.3, 'e': 0.5733389591199081}",25,0,7.511007817947951,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.3, 'e': 0.5727656201607881}",35,9,6.477028059027358,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
559,False,"{'a': 0.3, 'e': 0.5721928545406274}",25,0,7.794280534930345,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
560,False,"{'a': 0.3, 'e': 0.5716206616860868}",30,6,15.599019661656737,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.3, 'e': 0.5710490410244007}",20,0,-72.61387891463622,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
562,False,"{'a': 0.3, 'e': 0.5704779919833762}",25,14,6.03368404683518,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.3, 'e': 0.5699075139913929}",30,8,-38.669086515561204,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
564,False,"{'a': 0.3, 'e': 0.5693376064774015}",20,0,-43.390082619235116,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
565,False,"{'a': 0.3, 'e': 0.5687682688709241}",30,9,-78.70054282758869,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 1}",1
566,False,"{'a': 0.3, 'e': 0.5681995006020532}",30,14,-9.750022145580468,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.3, 'e': 0.5676313011014511}",20,0,-86.91880933303216,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
568,False,"{'a': 0.3, 'e': 0.5670636698003497}",20,13,13.191736891918246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.3, 'e': 0.5664966061305493}",35,0,-72.96244150497937,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
570,False,"{'a': 0.3, 'e': 0.5659301095244188}",20,0,-51.355324127586094,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
571,False,"{'a': 0.3, 'e': 0.5653641794148944}",30,0,-101.62306641068984,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
572,False,"{'a': 0.3, 'e': 0.5647988152354795}",20,13,-7.949985904551979,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
573,False,"{'a': 0.3, 'e': 0.564234016420244}",20,0,28.521617409837543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
574,False,"{'a': 0.3, 'e': 0.5636697824038237}",20,0,-59.19067225564116,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
575,False,"{'a': 0.3, 'e': 0.56310611262142}",20,10,3.6103356579264254,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.3, 'e': 0.5625430065087985}",20,0,-26.5663087791857,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
577,False,"{'a': 0.3, 'e': 0.5619804635022897}",20,0,-37.22187995547771,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
578,False,"{'a': 0.3, 'e': 0.5614184830387874}",20,8,-56.28286182408163,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
579,False,"{'a': 0.3, 'e': 0.5608570645557486}",20,0,-56.83382851574106,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
580,False,"{'a': 0.3, 'e': 0.5602962074911929}",20,9,-40.42532696391487,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
581,False,"{'a': 0.3, 'e': 0.5597359112837017}",25,13,1.8348017627728552,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.3, 'e': 0.5591761753724179}",20,1,-25.28227118435324,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
583,False,"{'a': 0.3, 'e': 0.5586169991970455}",20,7,-47.9155038634756,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
584,False,"{'a': 0.3, 'e': 0.5580583821978485}",25,3,-30.926021114515606,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
585,False,"{'a': 0.3, 'e': 0.5575003238156506}",25,3,-71.30809423841129,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 2}",1
586,False,"{'a': 0.3, 'e': 0.556942823491835}",20,0,-19.314616788042784,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
587,False,"{'a': 0.3, 'e': 0.5563858806683432}",20,0,-12.217736596574309,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
588,False,"{'a': 0.3, 'e': 0.5558294947876748}",35,0,-14.404937362095993,"{0: 29, 1: 2, 2: 3, 3: 1, 4: 0}",0
589,False,"{'a': 0.3, 'e': 0.5552736652928871}",20,10,-17.678853599641076,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
590,False,"{'a': 0.3, 'e': 0.5547183916275943}",20,3,-30.162351682910472,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
591,False,"{'a': 0.3, 'e': 0.5541636732359667}",20,3,-15.777255394402927,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
592,False,"{'a': 0.3, 'e': 0.5536095095627307}",20,14,9.912977522209815,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.3, 'e': 0.553055900053168}",20,0,-8.12178703523591,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
594,False,"{'a': 0.3, 'e': 0.5525028441531148}",30,1,-129.5417640149615,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 3}",1
595,False,"{'a': 0.3, 'e': 0.5519503413089617}",20,0,-57.580693053906174,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
596,False,"{'a': 0.3, 'e': 0.5513983909676528}",20,8,-11.0794220900397,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
597,False,"{'a': 0.3, 'e': 0.5508469925766851}",20,12,-94.9273158969228,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 2}",1
598,False,"{'a': 0.3, 'e': 0.5502961455841084}",25,11,-4.077505004107783,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
599,False,"{'a': 0.3, 'e': 0.5497458494385243}",20,8,18.018172515938502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.3, 'e': 0.5491961035890858}",20,0,-9.960971255748024,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
601,False,"{'a': 0.3, 'e': 0.5486469074854967}",25,0,-70.17591341884126,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
602,False,"{'a': 0.3, 'e': 0.5480982605780111}",20,5,-44.88071921982783,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
603,False,"{'a': 0.3, 'e': 0.5475501623174331}",30,0,-56.81055491397478,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
604,False,"{'a': 0.3, 'e': 0.5470026121551157}",20,10,4.614166954910374,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.3, 'e': 0.5464556095429606}",20,7,5.6146980876551,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.3, 'e': 0.5459091539334177}",30,7,-48.8348219677303,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
607,False,"{'a': 0.3, 'e': 0.5453632447794843}",20,0,-105.67404107950134,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
608,False,"{'a': 0.3, 'e': 0.5448178815347048}",30,16,1.8868281734375754,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.3, 'e': 0.5442730636531701}",35,0,-54.48404008708738,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
610,False,"{'a': 0.3, 'e': 0.5437287905895168}",20,10,-29.106699277100727,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
611,False,"{'a': 0.3, 'e': 0.5431850617989273}",20,0,-2.7769521305335134,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.3, 'e': 0.5426418767371284}",25,0,-14.513541060016202,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
613,False,"{'a': 0.3, 'e': 0.5420992348603914}",20,12,13.459209976013621,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.3, 'e': 0.5415571356255309}",20,1,-11.090889666913004,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
615,False,"{'a': 0.3, 'e': 0.5410155784899053}",20,8,14.738826482170893,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.3, 'e': 0.5404745629114155}",20,0,-42.47177520995595,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
617,False,"{'a': 0.3, 'e': 0.5399340883485041}",20,15,3.784056299512185,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.3, 'e': 0.5393941542601556}",20,15,-11.594734301740854,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
619,False,"{'a': 0.3, 'e': 0.5388547601058954}",35,18,-2.5490843410981165,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.3, 'e': 0.5383159053457895}",20,9,-7.157873308168299,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
621,False,"{'a': 0.3, 'e': 0.5377775894404437}",25,13,-1.0925975153853198,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.3, 'e': 0.5372398118510032}",30,10,-50.92988304455398,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
623,False,"{'a': 0.3, 'e': 0.5367025720391523}",20,0,-82.12341628584144,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",1
624,False,"{'a': 0.3, 'e': 0.5361658694671131}",35,21,17.29077171866804,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.3, 'e': 0.535629703597646}",20,0,-25.29063178193167,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
626,False,"{'a': 0.3, 'e': 0.5350940738940484}",25,13,-16.27948363315347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
627,False,"{'a': 0.3, 'e': 0.5345589798201543}",20,0,-28.74777372647422,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
628,False,"{'a': 0.3, 'e': 0.5340244208403342}",20,6,-6.698367517110803,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.3, 'e': 0.5334903964194938}",20,8,-3.7444049228952476,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
630,False,"{'a': 0.3, 'e': 0.5329569060230743}",30,3,-62.19748029527261,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 1}",1
631,False,"{'a': 0.3, 'e': 0.5324239491170513}",30,9,-26.73304598727354,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
632,False,"{'a': 0.3, 'e': 0.5318915251679341}",25,0,-18.971709758402838,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
633,False,"{'a': 0.3, 'e': 0.5313596336427663}",25,2,-6.972939878092028,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 0}",1
634,False,"{'a': 0.3, 'e': 0.5308282740091235}",20,0,-26.43640659452664,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
635,False,"{'a': 0.3, 'e': 0.5302974457351144}",20,0,-24.297446239746908,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
636,False,"{'a': 0.3, 'e': 0.5297671482893792}",20,15,9.859749456116708,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.3, 'e': 0.5292373811410899}",25,8,6.206606384939376,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
638,False,"{'a': 0.3, 'e': 0.5287081437599488}",25,9,-21.19661719339805,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
639,False,"{'a': 0.3, 'e': 0.5281794356161889}",25,15,1.605833132762711,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.3, 'e': 0.5276512561805726}",20,0,-36.15716492439217,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
641,False,"{'a': 0.3, 'e': 0.527123604924392}",20,0,-20.16117910709332,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
642,False,"{'a': 0.3, 'e': 0.5265964813194677}",35,23,-0.8383477401945758,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.3, 'e': 0.5260698848381482}",20,2,-0.8203052031842974,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.3, 'e': 0.52554381495331}",20,0,-84.58894065075332,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
645,False,"{'a': 0.3, 'e': 0.5250182711383568}",20,12,-4.504622262902608,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.3, 'e': 0.5244932528672184}",20,10,-16.856011446579814,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
647,False,"{'a': 0.3, 'e': 0.5239687596143512}",20,10,-0.026268232612143283,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.3, 'e': 0.5234447908547368}",25,5,-26.61310297550776,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
649,False,"{'a': 0.3, 'e': 0.5229213460638821}",25,12,-25.032041336056825,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
650,False,"{'a': 0.3, 'e': 0.5223984247178182}",25,0,-29.216138139153323,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
651,False,"{'a': 0.3, 'e': 0.5218760262931004}",20,8,-42.97824777578156,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
652,False,"{'a': 0.3, 'e': 0.5213541502668073}",25,13,3.160733772141109,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.3, 'e': 0.5208327961165404}",30,10,-13.490815741886102,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
654,False,"{'a': 0.3, 'e': 0.520311963320424}",30,20,-4.12717996015051,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
655,False,"{'a': 0.3, 'e': 0.5197916513571035}",25,14,-3.267025767097805,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
656,False,"{'a': 0.3, 'e': 0.5192718597057464}",20,0,-12.935419119830115,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
657,False,"{'a': 0.3, 'e': 0.5187525878460406}",35,0,-84.83354835048723,"{0: 26, 1: 1, 2: 6, 3: 1, 4: 1}",0
658,False,"{'a': 0.3, 'e': 0.5182338352581947}",25,0,-47.733674889826446,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
659,False,"{'a': 0.3, 'e': 0.5177156014229364}",20,1,-54.625700324255455,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
660,False,"{'a': 0.3, 'e': 0.5171978858215135}",30,16,2.7802269649383398,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.3, 'e': 0.516680687935692}",20,6,-56.61803652914549,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
662,False,"{'a': 0.3, 'e': 0.5161640072477562}",20,6,-42.76862850859132,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
663,False,"{'a': 0.3, 'e': 0.5156478432405085}",20,0,-3.114731171741637,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
664,False,"{'a': 0.3, 'e': 0.5151321953972681}",20,13,1.5238294889199695,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.3, 'e': 0.5146170632018707}",20,8,-23.724971795783528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
666,False,"{'a': 0.3, 'e': 0.5141024461386688}",25,5,-7.4450774989766275,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
667,False,"{'a': 0.3, 'e': 0.5135883436925303}",20,14,-43.07052689195928,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
668,False,"{'a': 0.3, 'e': 0.5130747553488376}",20,15,9.854538168560715,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.3, 'e': 0.5125616805934888}",35,10,-47.1856374368768,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
670,False,"{'a': 0.3, 'e': 0.5120491189128954}",25,7,-34.59276231603658,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
